Id,LotFrontage,LotArea,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,No. of bathrooms,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,Street_Pave,Alley_Pave,CentralAir_Y,MasVnrType_BrkFace,MasVnrType_Stone,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,BldgType_freq,SaleType_freq,SaleCondition_freq,MSSubClass_freq,MSZoning_freq,Neighborhood_freq,Condition1_freq,Condition2_freq,LotConfig_freq,RoofStyle_freq,RoofMatl_freq,Exterior1st_freq,Exterior2nd_freq,Foundation_freq,Heating_freq,Electrical_freq,GarageType_freq
11,70.0,11200.0,0.0,0.0,0.0,0.0,5.0,5.0,1965.0,1965.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,906.0,5.0,0.0,134.0,1040.0,0.0,1040.0,0.0,0.0,1040.0,3.0,1.0,2.0,5.0,0.0,0.0,5.0,2.0,1965.0,2.0,1.0,384.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2008.0,129500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.050684931506849315,0.863013698630137,0.9897260273972602,0.7205479452054795,0.1958904109589041,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.43424657534246575,0.9780821917808219,0.914324880054832,0.28063814358230604
12,85.0,11924.0,1.0,0.0,0.0,3.0,9.0,5.0,2005.0,2006.0,286.0,0.0,2.0,0.0,2.0,3.0,0.0,998.0,5.0,0.0,177.0,1175.0,0.0,1182.0,1142.0,0.0,2324.0,4.0,1.0,0.0,11.0,0.0,2.0,1.0,4.0,2005.0,0.0,3.0,736.0,2.0,2.0,0.0,147.0,21.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,2006.0,345000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8356164383561644,0.08356164383561644,0.08561643835616438,0.2047945205479452,0.7883561643835616,0.05273972602739726,0.863013698630137,0.9897260273972602,0.7205479452054795,0.1958904109589041,0.9821917808219178,0.01780821917808219,0.026027397260273973,0.44315068493150683,0.9780821917808219,0.914324880054832,0.06381435823060189
13,76.6,12968.0,2.0,0.0,0.0,0.0,5.0,6.0,1962.0,1962.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,737.0,5.0,0.0,175.0,912.0,2.0,912.0,0.0,0.0,912.0,2.0,1.0,2.0,4.0,0.0,0.0,5.0,2.0,1962.0,2.0,1.0,352.0,2.0,2.0,0.0,140.0,0.0,0.0,0.0,176.0,0.0,4.0,4.0,0.0,9.0,2008.0,144000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.050684931506849315,0.863013698630137,0.9897260273972602,0.7205479452054795,0.1958904109589041,0.9821917808219178,0.15205479452054796,0.09726027397260274,0.43424657534246575,0.9780821917808219,0.914324880054832,0.28063814358230604
14,91.0,10652.0,1.0,0.0,0.0,0.0,7.0,5.0,2006.0,2007.0,306.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,1494.0,1494.0,0.0,1494.0,0.0,0.0,1494.0,3.0,1.0,1.0,7.0,0.0,1.0,1.0,2.0,2006.0,1.0,3.0,840.0,2.0,2.0,0.0,160.0,33.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,2007.0,279500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8356164383561644,0.08356164383561644,0.08561643835616438,0.36712328767123287,0.7883561643835616,0.10273972602739725,0.863013698630137,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.9780821917808219,0.914324880054832,0.630891950688905
15,75.2,10920.0,1.0,0.0,0.0,0.0,6.0,5.0,1960.0,1960.0,212.0,2.0,2.0,2.0,2.0,3.0,2.0,733.0,5.0,0.0,520.0,1253.0,2.0,1253.0,0.0,0.0,1253.0,2.0,1.0,2.0,5.0,0.0,1.0,3.0,2.5,1960.0,1.0,1.0,352.0,2.0,2.0,0.0,0.0,213.0,176.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,2008.0,157000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.1541095890410959,0.863013698630137,0.9897260273972602,0.18013698630136987,0.1958904109589041,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.43424657534246575,0.9780821917808219,0.914324880054832,0.630891950688905
16,51.0,6120.0,0.0,0.0,0.0,2.0,7.0,8.0,1929.0,2001.0,0.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,832.0,832.0,0.0,854.0,0.0,0.0,854.0,2.0,1.0,2.0,5.0,0.0,0.0,5.0,1.0,1991.0,2.0,2.0,576.0,2.0,2.0,0.0,48.0,112.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,2007.0,132000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.00821917808219178,0.14931506849315068,0.03972602739726028,0.863013698630137,0.9897260273972602,0.18013698630136987,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.1,0.9780821917808219,0.06442769019876628,0.28063814358230604
17,90.2,11241.0,1.0,0.0,0.0,0.0,6.0,7.0,1970.0,1970.0,180.0,2.0,2.0,2.0,2.0,3.0,1.0,578.0,5.0,0.0,426.0,1004.0,0.0,1004.0,0.0,0.0,1004.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,2.0,1970.0,0.0,2.0,480.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,700.0,3.0,2010.0,149000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.1541095890410959,0.863013698630137,0.9897260273972602,0.06438356164383562,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.43424657534246575,0.9780821917808219,0.914324880054832,0.630891950688905
18,72.0,10791.0,0.0,0.0,0.0,0.0,4.0,5.0,1967.0,1967.0,0.0,2.0,2.0,5.0,5.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,2.0,1296.0,0.0,0.0,1296.0,2.0,2.0,2.0,6.0,0.0,0.0,5.0,2.0,1967.0,2.0,2.0,516.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,500.0,10.0,2006.0,90000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03561643835616438,0.8678082191780822,0.8205479452054795,0.03561643835616438,0.7883561643835616,0.050684931506849315,0.863013698630137,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.01643835616438356,0.9780821917808219,0.914324880054832,0.006526468455402465
19,66.0,13695.0,0.0,0.0,0.0,0.0,5.0,5.0,2004.0,2004.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,646.0,5.0,0.0,468.0,1114.0,0.0,1114.0,0.0,0.0,1114.0,3.0,1.0,1.0,6.0,0.0,0.0,5.0,2.5,2004.0,2.0,2.0,576.0,2.0,2.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,2008.0,159000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.04041095890410959,0.007534246575342466,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.9780821917808219,0.914324880054832,0.28063814358230604
20,70.0,7560.0,0.0,0.0,0.0,0.0,5.0,6.0,1958.0,1965.0,0.0,2.0,2.0,2.0,2.0,3.0,4.0,504.0,5.0,0.0,525.0,1029.0,2.0,1339.0,0.0,0.0,1339.0,3.0,1.0,2.0,6.0,1.0,0.0,5.0,1.0,1958.0,2.0,1.0,294.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,2009.0,139000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.02945205479452055,0.06917808219178082,0.36712328767123287,0.7883561643835616,0.1541095890410959,0.863013698630137,0.9897260273972602,0.7205479452054795,0.1958904109589041,0.9821917808219178,0.03424657534246575,0.09726027397260274,0.43424657534246575,0.9780821917808219,0.914324880054832,0.630891950688905
21,101.0,14215.0,1.0,0.0,0.0,3.0,8.0,5.0,2005.0,2006.0,380.0,1.0,2.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0,1158.0,1158.0,0.0,1158.0,1218.0,0.0,2376.0,4.0,1.0,1.0,9.0,0.0,1.0,1.0,3.5,2005.0,1.0,3.0,853.0,2.0,2.0,0.0,240.0,154.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,11.0,2006.0,325300.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.08356164383561644,0.08561643835616438,0.2047945205479452,0.7883561643835616,0.05273972602739726,0.863013698630137,0.9897260273972602,0.18013698630136987,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.9780821917808219,0.914324880054832,0.06381435823060189
22,57.0,7449.0,0.0,1.0,0.0,2.0,7.0,7.0,1930.0,1950.0,0.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,637.0,637.0,0.0,1108.0,0.0,0.0,1108.0,3.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1930.0,2.0,1.0,280.0,2.0,2.0,2.0,0.0,0.0,205.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,2007.0,139400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.00821917808219178,0.14931506849315068,0.025342465753424658,0.863013698630137,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.44315068493150683,0.9780821917808219,0.018505825908156272,0.630891950688905
23,75.0,9742.0,0.0,0.0,0.0,0.0,8.0,5.0,2002.0,2002.0,281.0,1.0,2.0,1.0,2.0,3.0,5.0,0.0,5.0,0.0,1777.0,1777.0,0.0,1795.0,0.0,0.0,1795.0,3.0,1.0,1.0,7.0,0.0,1.0,1.0,2.0,2002.0,1.0,2.0,534.0,2.0,2.0,0.0,171.0,159.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,9.0,2008.0,230000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.10273972602739725,0.863013698630137,0.9897260273972602,0.7205479452054795,0.1958904109589041,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.9780821917808219,0.914324880054832,0.630891950688905
24,44.0,4224.0,0.0,0.0,0.0,0.0,5.0,7.0,1976.0,1976.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,840.0,5.0,0.0,200.0,1040.0,2.0,1060.0,0.0,0.0,1060.0,3.0,1.0,2.0,6.0,0.0,1.0,2.0,2.0,1976.0,2.0,2.0,572.0,2.0,2.0,0.0,100.0,110.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,2007.0,129900.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07808219178082192,0.8678082191780822,0.8205479452054795,0.05958904109589041,0.14931506849315068,0.011643835616438357,0.863013698630137,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.04178082191780822,0.0410958904109589,0.44315068493150683,0.9780821917808219,0.914324880054832,0.630891950688905
25,66.0,8246.0,1.0,0.0,0.0,0.0,5.0,8.0,1968.0,2001.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,188.0,1.0,668.0,204.0,1060.0,0.0,1060.0,0.0,0.0,1060.0,3.0,1.0,1.0,6.0,0.0,1.0,2.0,2.0,1968.0,2.0,1.0,270.0,2.0,2.0,0.0,406.0,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,2010.0,154000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.050684931506849315,0.863013698630137,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.07397260273972603,0.09726027397260274,0.43424657534246575,0.9780821917808219,0.914324880054832,0.630891950688905
26,110.0,14230.0,0.0,0.0,0.0,0.0,8.0,5.0,2007.0,2007.0,640.0,1.0,2.0,1.0,2.0,3.0,5.0,0.0,5.0,0.0,1566.0,1566.0,0.0,1600.0,0.0,0.0,1600.0,3.0,1.0,1.0,7.0,0.0,1.0,1.0,2.0,2007.0,1.0,3.0,890.0,2.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,7.0,2009.0,256300.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.05273972602739726,0.863013698630137,0.9897260273972602,0.18013698630136987,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.9780821917808219,0.914324880054832,0.630891950688905
27,60.0,7200.0,0.0,0.0,0.0,0.0,5.0,7.0,1951.0,2000.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,234.0,3.0,486.0,180.0,900.0,2.0,900.0,0.0,0.0,900.0,3.0,1.0,1.0,5.0,0.0,0.0,5.0,1.5,2005.0,2.0,2.0,576.0,2.0,2.0,0.0,222.0,32.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,2010.0,134800.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.1541095890410959,0.863013698630137,0.9897260273972602,0.18013698630136987,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.13493150684931507,0.43424657534246575,0.9780821917808219,0.914324880054832,0.28063814358230604
28,98.0,11478.0,0.0,0.0,0.0,0.0,8.0,5.0,2007.0,2008.0,200.0,1.0,2.0,0.0,2.0,3.0,0.0,1218.0,5.0,0.0,486.0,1704.0,0.0,1704.0,0.0,0.0,1704.0,3.0,1.0,1.0,7.0,0.0,1.0,1.0,3.0,2008.0,1.0,3.0,772.0,2.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,2010.0,306000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.05273972602739726,0.863013698630137,0.9897260273972602,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.44315068493150683,0.9780821917808219,0.914324880054832,0.630891950688905
29,47.0,16321.0,1.0,0.0,0.0,0.0,5.0,6.0,1957.0,1997.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1277.0,5.0,0.0,207.0,1484.0,2.0,1600.0,0.0,0.0,1600.0,2.0,1.0,2.0,6.0,0.0,2.0,1.0,2.0,1957.0,1.0,1.0,319.0,2.0,2.0,0.0,288.0,258.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,12.0,2006.0,207500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.36712328767123287,0.7883561643835616,0.1541095890410959,0.863013698630137,0.9897260273972602,0.06438356164383562,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.43424657534246575,0.9780821917808219,0.914324880054832,0.630891950688905
30,60.0,6324.0,1.0,0.0,0.0,0.0,4.0,6.0,1927.0,1950.0,0.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,520.0,520.0,3.0,520.0,0.0,0.0,520.0,1.0,1.0,3.0,4.0,0.0,0.0,5.0,1.0,1920.0,2.0,1.0,240.0,3.0,2.0,0.0,49.0,0.0,87.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,2008.0,68500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.04726027397260274,0.14931506849315068,0.03972602739726028,0.05547945205479452,0.0013698630136986301,0.7205479452054795,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.1,0.9780821917808219,0.914324880054832,0.28063814358230604
31,50.0,8500.0,0.0,0.0,0.0,3.0,4.0,4.0,1920.0,1950.0,0.0,2.0,3.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,649.0,649.0,2.0,649.0,668.0,0.0,1317.0,3.0,1.0,2.0,6.0,0.0,0.0,5.0,1.0,1920.0,2.0,1.0,250.0,2.0,3.0,2.0,0.0,54.0,172.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,2008.0,40000.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356164383561644,0.8678082191780822,0.8205479452054795,0.0410958904109589,0.00684931506849315,0.025342465753424658,0.05547945205479452,0.9897260273972602,0.7205479452054795,0.007534246575342466,0.9821917808219178,0.03424657534246575,0.017123287671232876,0.1,0.9780821917808219,0.914324880054832,0.28063814358230604
